test
test 2
test 3
model: 0, 2, 16 begin
Epoch 2: train loss 1.4027825593948364, test loss 1.4901071786880493, adv 0.061720783248141786, acc 0.5864857456140351
Epoch 3: train loss 1.2886555194854736, test loss 1.4274262189865112, adv 0.07378672133910014, acc 0.6060855263157895
Epoch 4: train loss 1.12662672996521, test loss 1.3249397277832031, adv 0.08244543288584316, acc 0.6217105263157895
Epoch 5: train loss 0.8011571764945984, test loss 1.3727328777313232, adv 0.09241142059390739, acc 0.6147203947368421
Epoch 6: train loss 0.8366929292678833, test loss 1.533197283744812, adv 0.08442017028965154, acc 0.6248629385964912
Epoch 7: train loss 0.902697741985321, test loss 1.5464380979537964, adv 0.08701263480874011, acc 0.6251370614035088
Epoch 8: train loss 1.0079282522201538, test loss 1.4580340385437012, adv 0.09984433218184197, acc 0.6160910087719298
Epoch 9: train loss 0.7570810317993164, test loss 1.3738245964050293, adv 0.10278186377764043, acc 0.6295230263157895
Epoch 10: train loss 1.395716905593872, test loss 1.7504699230194092, adv 0.0899773738976577, acc 0.6174616228070176
Epoch 11: train loss 1.5454540252685547, test loss 1.5326743125915527, adv 0.11024739510194914, acc 0.6189692982456141
Epoch 12: train loss 0.636489987373352, test loss 1.4759936332702637, adv 0.09452892419816894, acc 0.6314418859649122
Epoch 13: train loss 0.8111124038696289, test loss 1.3907008171081543, adv 0.11290290494111477, acc 0.6336348684210527
Epoch 14: train loss 0.7087000608444214, test loss 1.3896909952163696, adv 0.12696508313205634, acc 0.6196546052631579
Epoch 15: train loss 0.5163147449493408, test loss 1.3650954961776733, adv 0.12127579153326218, acc 0.6270559210526315
Epoch 16: train loss 1.0758477449417114, test loss 1.3644179105758667, adv 0.1662503627665749, acc 0.626233552631579
Epoch 17: train loss 0.9680153727531433, test loss 1.3983917236328125, adv 0.1672495798929019, acc 0.623766447368421
Epoch 18: train loss 0.5804782509803772, test loss 1.4322766065597534, adv 0.1689105534647718, acc 0.6143092105263158
Epoch 19: train loss 0.8823919296264648, test loss 1.4698400497436523, adv 0.184055619137224, acc 0.6287006578947368
model: 50000, 5, 64 begin
Epoch 0: train loss 1.675127625465393, test loss 1.7046340703964233, adv 0.03731361404444944, acc 0.5256304824561403
Epoch 1: train loss 1.1914024353027344, test loss 1.4702967405319214, adv 0.04244339671216457, acc 0.5845668859649122
Epoch 2: train loss 1.3762294054031372, test loss 1.3871625661849976, adv 0.06033086066955007, acc 0.6038925438596491
Epoch 3: train loss 1.4065766334533691, test loss 1.3304060697555542, adv 0.06941918730925489, acc 0.6107456140350878
Epoch 4: train loss 1.0947558879852295, test loss 1.304311752319336, adv 0.07596463728023362, acc 0.6211622807017544
Epoch 5: train loss 0.8456084728240967, test loss 1.32517409324646, adv 0.08192278571963518, acc 0.6152686403508771
Epoch 6: train loss 0.7693542838096619, test loss 1.3637372255325317, adv 0.09436655690052242, acc 0.6107456140350878
Epoch 7: train loss 1.068234920501709, test loss 1.298377275466919, adv 0.11407560640528747, acc 0.6293859649122807
Epoch 8: train loss 1.9813822507858276, test loss 2.5610616207122803, adv 0.0883128896815143, acc 0.5523574561403509
Epoch 9: train loss 0.9056673049926758, test loss 1.5847504138946533, adv 0.09977777621749151, acc 0.6033442982456141
Epoch 10: train loss 0.8261784315109253, test loss 1.51839017868042, adv 0.09391573166507516, acc 0.6248629385964912
Epoch 11: train loss 0.9872708320617676, test loss 1.474457025527954, adv 0.11321520600460588, acc 0.6266447368421053
Epoch 12: train loss 0.9692848324775696, test loss 1.7662898302078247, adv 0.1147524293658373, acc 0.5984100877192983
Epoch 13: train loss 1.647688388824463, test loss 2.1914641857147217, adv 0.10276562704787573, acc 0.5873081140350878
Epoch 14: train loss 0.7958574891090393, test loss 1.5056610107421875, adv 0.10762391989177855, acc 0.6244517543859649
Epoch 15: train loss 0.6237761974334717, test loss 1.4390696287155151, adv 0.10436706594394196, acc 0.6252741228070176
Epoch 16: train loss 0.6619133949279785, test loss 1.4469088315963745, adv 0.11156520319609053, acc 0.6226699561403509
Epoch 17: train loss 0.6859793663024902, test loss 1.485602617263794, adv 0.12064109630399367, acc 0.6193804824561403
Epoch 18: train loss 0.9522969722747803, test loss 1.4912867546081543, adv 0.1373222151229193, acc 0.6239035087719298
Epoch 19: train loss 0.8559888005256653, test loss 1.5049128532409668, adv 0.14499253402984524, acc 0.6151315789473685
model: 50000, 10, 64 begin
Epoch 0: train loss 1.6900856494903564, test loss 1.689565658569336, adv 0.03797566304368172, acc 0.5330317982456141
Epoch 1: train loss 1.7183729410171509, test loss 1.4760135412216187, adv 0.050662692617349125, acc 0.5701754385964912
Epoch 2: train loss 1.2050678730010986, test loss 1.3884038925170898, adv 0.06369274139190018, acc 0.5856633771929824
Epoch 3: train loss 1.216558814048767, test loss 1.3437455892562866, adv 0.07486726839109514, acc 0.6130756578947368
Epoch 4: train loss 1.0606876611709595, test loss 1.34268319606781, adv 0.08174842372072122, acc 0.6199287280701754
Epoch 5: train loss 1.1976745128631592, test loss 1.2857342958450317, adv 0.09710368921904555, acc 0.6254111842105263
Epoch 6: train loss 1.1201146841049194, test loss 1.3220235109329224, adv 0.11790908367503605, acc 0.6167763157894737
Epoch 7: train loss 1.043070912361145, test loss 1.2944180965423584, adv 0.1314012210020783, acc 0.6251370614035088
Epoch 8: train loss 0.9470375180244446, test loss 1.327372431755066, adv 0.12983196301185196, acc 0.6319901315789473
Epoch 9: train loss 0.7451019287109375, test loss 1.3060511350631714, adv 0.13360517422157314, acc 0.6236293859649122
Epoch 10: train loss 0.7684047818183899, test loss 1.3718677759170532, adv 0.14089254034900478, acc 0.6210252192982456
Epoch 11: train loss 0.8562586307525635, test loss 1.4082038402557373, adv 0.18087058712014825, acc 0.6245888157894737
Epoch 12: train loss 0.8138747811317444, test loss 1.5053048133850098, adv 0.16273518391095132, acc 0.6121162280701754
Epoch 13: train loss 0.791920006275177, test loss 1.4756486415863037, adv 0.17402058875844895, acc 0.6204769736842105
Epoch 14: train loss 0.6813268065452576, test loss 1.464677095413208, adv 0.18018586520998325, acc 0.623766447368421
Epoch 15: train loss 0.7224946022033691, test loss 1.7514466047286987, adv 0.17337784830272052, acc 0.6074561403508771
Epoch 16: train loss 0.6702594757080078, test loss 1.4724565744400024, adv 0.20350531979628894, acc 0.6155427631578947
Epoch 17: train loss 0.2806246280670166, test loss 1.4926494359970093, adv 0.1486000135744912, acc 0.6144462719298246
Epoch 18: train loss 0.4837353527545929, test loss 1.573120355606079, adv 0.23235184496058714, acc 0.6051260964912281
Epoch 19: train loss 0.5652764439582825, test loss 1.5894906520843506, adv 0.17785391975135278, acc 0.6000548245614035
model: 100000, False, 64 begin
Epoch 0: train loss 1.5375862121582031, test loss 1.6767241954803467, adv 0.04576695290119648, acc 0.5409813596491229
Epoch 1: train loss 1.3509206771850586, test loss 1.4485784769058228, adv 0.04719110426145412, acc 0.578125
Epoch 2: train loss 1.0650538206100464, test loss 1.397599220275879, adv 0.05798297103484429, acc 0.5930646929824561
Epoch 3: train loss 1.2647451162338257, test loss 1.3760102987289429, adv 0.06040063472448465, acc 0.6032072368421053
Epoch 4: train loss 0.8389830589294434, test loss 1.3788915872573853, adv 0.0567815993091052, acc 0.610608552631579
Epoch 5: train loss 0.7862789034843445, test loss 1.318935751914978, adv 0.06533952610983162, acc 0.6182839912280702
Epoch 6: train loss 1.740990161895752, test loss 1.3575416803359985, adv 0.07488218862925722, acc 0.6218475877192983
Epoch 7: train loss 1.0098017454147339, test loss 1.2974936962127686, adv 0.08173072422250927, acc 0.6206140350877193
Epoch 8: train loss 0.9749438166618347, test loss 1.4470645189285278, adv 0.07990226366342756, acc 0.6144462719298246
Epoch 9: train loss 1.0394247770309448, test loss 1.2825502157211304, adv 0.08126775800894981, acc 0.6247258771929824
Epoch 10: train loss 0.9034862518310547, test loss 1.2941153049468994, adv 0.08545507896609195, acc 0.6223958333333334
Epoch 11: train loss 0.7391961812973022, test loss 1.3315142393112183, adv 0.08722824687786701, acc 0.6284265350877193
Epoch 12: train loss 0.9746872782707214, test loss 1.601829171180725, adv 0.09585316847347825, acc 0.598547149122807
Epoch 13: train loss 0.714855968952179, test loss 1.3803032636642456, adv 0.09910066070325219, acc 0.6228070175438597
Epoch 14: train loss 0.9132797718048096, test loss 1.3388246297836304, adv 0.11011442945009264, acc 0.6284265350877193
Epoch 15: train loss 0.8576882481575012, test loss 1.359336018562317, adv 0.11542603423580289, acc 0.6240405701754386
Epoch 16: train loss 0.7547600865364075, test loss 1.3353182077407837, adv 0.11220984525080047, acc 0.6258223684210527
Epoch 17: train loss 1.017021894454956, test loss 1.3529903888702393, adv 0.13082796204759506, acc 0.6236293859649122
Epoch 18: train loss 1.0226041078567505, test loss 1.5056564807891846, adv 0.1383079747795316, acc 0.6252741228070176
Epoch 19: train loss 0.8449562788009644, test loss 1.3785336017608643, adv 0.13020101949109708, acc 0.6263706140350878
model: 100000, 2, 64 begin
Epoch 0: train loss 1.5682706832885742, test loss 1.5470402240753174, adv 0.04087589404407499, acc 0.5641447368421053
Epoch 1: train loss 1.271755337715149, test loss 1.3761286735534668, adv 0.060200235447209205, acc 0.5996436403508771
Epoch 2: train loss 1.218218207359314, test loss 1.3357632160186768, adv 0.07778753931921589, acc 0.6084155701754386
Epoch 3: train loss 1.1403285264968872, test loss 1.2989791631698608, adv 0.0868435387762363, acc 0.6203399122807017
Epoch 4: train loss 1.111535668373108, test loss 1.2945492267608643, adv 0.10851898790466019, acc 0.6255482456140351
Epoch 5: train loss 1.1119282245635986, test loss 1.2703315019607544, adv 0.12261203050983915, acc 0.6281524122807017
Epoch 6: train loss 0.9055517315864563, test loss 1.454871416091919, adv 0.12814992557434146, acc 0.6126644736842105
Epoch 7: train loss 0.7125681042671204, test loss 1.4463673830032349, adv 0.13726194906289202, acc 0.6208881578947368
Epoch 8: train loss 0.7618418335914612, test loss 1.439624309539795, adv 0.15458624716808023, acc 0.6232182017543859
Epoch 9: train loss 0.588631272315979, test loss 1.453674077987671, adv 0.1507937274148552, acc 0.6245888157894737
Epoch 10: train loss 0.5711567997932434, test loss 1.4089618921279907, adv 0.16499179679454767, acc 0.6255482456140351
Epoch 11: train loss 0.801077127456665, test loss 1.4466357231140137, adv 0.19371647334718867, acc 0.6212993421052632
Epoch 12: train loss 0.5029968023300171, test loss 1.5742946863174438, adv 0.18127109312100953, acc 0.6207510964912281
Epoch 13: train loss 0.5755234360694885, test loss 1.6206804513931274, adv 0.2008650227489749, acc 0.6233552631578947
Epoch 14: train loss 0.9020799994468689, test loss 1.4737772941589355, adv 0.22058328769495783, acc 0.6085526315789473
Epoch 15: train loss 0.5193820595741272, test loss 1.637956976890564, adv 0.22062614681046255, acc 0.6144462719298246
Epoch 16: train loss 1.4548707008361816, test loss 3.3058552742004395, adv 0.1308510737890618, acc 0.5407072368421053
Epoch 17: train loss 1.5254852771759033, test loss 2.8812122344970703, adv 0.1522892618753393, acc 0.5796326754385965
Epoch 18: train loss 2.772636651992798, test loss 4.798069477081299, adv 0.10253377824898424, acc 0.5212445175438597
Epoch 19: train loss 0.42510849237442017, test loss 1.8843839168548584, adv 0.13744976853152097, acc 0.6016995614035088
model: 100000, 5, 64 begin
Epoch 0: train loss 1.659665584564209, test loss 1.6073548793792725, adv 0.04011013476193148, acc 0.5501644736842105
Epoch 1: train loss 1.308549404144287, test loss 1.4133694171905518, adv 0.06154305688179895, acc 0.5911458333333334
Epoch 2: train loss 1.0064005851745605, test loss 1.3081594705581665, adv 0.05985619230841244, acc 0.6140350877192983
Epoch 3: train loss 0.9144338965415955, test loss 1.2954107522964478, adv 0.0776459433335206, acc 0.618421052631579
Epoch 4: train loss 0.9758768677711487, test loss 1.2802144289016724, adv 0.08965088398022802, acc 0.6271929824561403
Epoch 5: train loss 0.9263525605201721, test loss 1.2800860404968262, adv 0.10875463990151468, acc 0.6293859649122807
Epoch 6: train loss 0.7234199047088623, test loss 1.3109623193740845, adv 0.10400985788911976, acc 0.6287006578947368
Epoch 7: train loss 1.0702130794525146, test loss 1.772032380104065, adv 0.11571463845044849, acc 0.6021107456140351
Epoch 8: train loss 0.8231399059295654, test loss 1.5671740770339966, adv 0.13299914925387113, acc 0.6099232456140351
Epoch 9: train loss 0.7965525984764099, test loss 1.7026721239089966, adv 0.1358911887509595, acc 0.6156798245614035
Epoch 10: train loss 0.9096598625183105, test loss 1.709429144859314, adv 0.14451801194555225, acc 0.6189692982456141
Epoch 11: train loss 0.5708805918693542, test loss 1.4346836805343628, adv 0.14028066430751374, acc 0.6300712719298246
Epoch 12: train loss 0.7456365823745728, test loss 1.5918495655059814, adv 0.16031810532868995, acc 0.6232182017543859
Epoch 13: train loss 0.7882230281829834, test loss 1.5629819631576538, adv 0.165534045057949, acc 0.6196546052631579
Epoch 14: train loss 0.5102133750915527, test loss 1.5392926931381226, adv 0.17640841197176504, acc 0.6207510964912281
Epoch 15: train loss 1.0878773927688599, test loss 1.8154325485229492, adv 0.19438481225074422, acc 0.6052631578947368
Epoch 16: train loss 0.43319642543792725, test loss 1.5518783330917358, adv 0.1831207638225767, acc 0.6195175438596491
Epoch 17: train loss 0.5491863489151001, test loss 1.5125333070755005, adv 0.19988994130202775, acc 0.6248629385964912
Epoch 18: train loss 0.45365509390830994, test loss 1.677083134651184, adv 0.20826429066262242, acc 0.6215734649122807
Epoch 19: train loss 0.6547353267669678, test loss 1.5598416328430176, adv 0.23111507423842415, acc 0.6222587719298246
model: 100000, 10, 64 begin
Epoch 0: train loss 1.8017786741256714, test loss 1.5973888635635376, adv 0.048218552818813376, acc 0.5642817982456141
Epoch 1: train loss 1.3071662187576294, test loss 1.3821572065353394, adv 0.06385774167275182, acc 0.5966282894736842
Epoch 2: train loss 1.070360541343689, test loss 1.2917263507843018, adv 0.06992208710142478, acc 0.6214364035087719
Epoch 3: train loss 0.9817698001861572, test loss 1.2952712774276733, adv 0.08001153246643833, acc 0.6254111842105263
Epoch 4: train loss 0.9200835227966309, test loss 1.2705694437026978, adv 0.10642123167443684, acc 0.6254111842105263
Epoch 5: train loss 1.0189017057418823, test loss 1.2569915056228638, adv 0.11725976076129496, acc 0.6398026315789473
Epoch 6: train loss 0.9164397716522217, test loss 1.3310588598251343, adv 0.13274989351045696, acc 0.6325383771929824
Epoch 7: train loss 0.580801248550415, test loss 1.3375155925750732, adv 0.14301940567132876, acc 0.629797149122807
Epoch 8: train loss 0.7765539884567261, test loss 1.4479416608810425, adv 0.17161228678687113, acc 0.610608552631579
Epoch 9: train loss 0.6048778891563416, test loss 1.354936122894287, adv 0.18428030037072407, acc 0.6284265350877193
Epoch 10: train loss 0.4426821768283844, test loss 1.3831651210784912, adv 0.18054980199966303, acc 0.6285635964912281
Epoch 11: train loss 0.4588858187198639, test loss 1.5303910970687866, adv 0.18160635964912286, acc 0.6155427631578947
Epoch 12: train loss 0.5528942346572876, test loss 1.4795567989349365, adv 0.1946405041753263, acc 0.6165021929824561
Epoch 13: train loss 0.6493164896965027, test loss 1.542296290397644, adv 0.19673167794753688, acc 0.6189692982456141
Epoch 14: train loss 0.4202631711959839, test loss 1.5913784503936768, adv 0.19133464748450635, acc 0.6192434210526315
